work_year,experience_level,employment_type,job_title,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,salary
2023,SE,FT,Data Scientist,USD,192000,US,0,US,M,192000
2023,SE,FT,Data Analyst,USD,192000,US,100,US,M,192000
2023,SE,FT,Machine Learning Engineer,USD,192000,US,0,US,M,192000
2023,SE,FT,Data Scientist,USD,192000,US,100,US,M,192000
2023,SE,FT,Machine Learning Engineer,USD,192000,CA,0,CA,M,192000
2023,SE,FT,Machine Learning Engineer,USD,192000,US,0,US,M,192000
2023,SE,FT,Machine Learning Engineer,USD,192000,US,100,US,M,192000
2023,SE,FT,Applied Scientist,USD,192000,US,100,US,M,192000
2023,MI,FT,Director of Data Science,USD,192000,US,0,US,M,192000
2023,SE,FT,Machine Learning Engineer,USD,192000,US,100,US,M,192000
2023,SE,FT,Applied Scientist,USD,192000,US,100,US,M,192000
2023,SE,FT,AI Developer,USD,192000,US,0,US,M,192000
2023,SE,FT,Data Analyst,USD,192000,US,100,US,M,192000
2023,SE,FT,Machine Learning Engineer,USD,192000,US,100,US,M,192000
2023,SE,FT,Applied Scientist,USD,192000,US,100,US,M,192000
2023,SE,FT,Data Analyst,USD,192000,US,100,US,M,192000
2023,SE,FT,Data Analyst,USD,192000,CA,0,CA,M,192000
2023,SE,FT,Applied Scientist,USD,192000,US,100,US,M,192000
2023,SE,FT,Machine Learning Engineer,USD,192000,US,100,US,M,192000
2023,SE,FT,Data Analyst,USD,192000,US,100,US,M,192000
2023,SE,FT,Applied Scientist,USD,192000,US,100,US,M,192000
2023,SE,FT,Applied Scientist,USD,192000,US,100,US,M,192000
2023,SE,FT,Applied Scientist,USD,192000,US,100,US,M,192000
2023,SE,FT,Business Intelligence Engineer,USD,192000,US,0,US,M,192000
2023,SE,FT,Analytics Engineer,USD,192000,US,100,US,M,192000
2023,SE,FT,ML Engineer,USD,192000,US,100,US,M,192000
2023,SE,FT,Data Scientist,USD,192000,US,100,US,M,192000
2023,EX,FT,Director of Data Science,USD,192000,US,100,US,M,192000
2023,SE,FT,Applied Scientist,USD,192000,US,100,US,M,192000
2023,SE,FT,Applied Scientist,USD,192000,US,100,US,M,192000
2023,SE,FT,Applied Scientist,USD,192000,US,0,US,M,192000
2023,SE,FT,Data Scientist,USD,192000,US,0,US,M,192000
2022,SE,FT,Lead Data Scientist,USD,192000,US,100,US,L,192000
2023,SE,FT,Data Engineer,USD,192000,US,0,US,M,192000
2022,SE,FT,Machine Learning Engineer,USD,192000,US,100,US,M,192000
2022,SE,FT,Applied Scientist,USD,192000,US,100,US,M,192000
2022,SE,FT,Machine Learning Engineer,USD,192000,US,0,US,M,192000
2024,EX,FT,Data Engineer,USD,191857,US,0,US,M,191857
2024,SE,FT,Data Engineer,USD,191857,US,0,US,M,191857
2023,SE,FT,Data Scientist,USD,191765,US,0,US,M,191765
2023,MI,FT,Data Science Lead,USD,191765,US,0,US,M,191765
2023,SE,FT,Data Science Manager,USD,191765,US,0,US,M,191765
2023,SE,FT,Data Scientist,USD,191765,US,0,US,M,191765
2023,SE,FT,Data Architect,USD,191600,US,0,US,M,191600
2024,SE,FT,Data Scientist,USD,191500,US,0,US,M,191500
2022,SE,FT,Applied Scientist,USD,191475,US,100,US,M,191475
2022,SE,FT,Data Scientist,USD,191475,US,100,US,M,191475
2022,SE,FT,Data Scientist,USD,191475,US,100,US,M,191475
2022,SE,FT,Data Scientist,USD,191475,US,100,US,M,191475
2022,SE,FT,Data Scientist,USD,191475,US,100,US,M,191475
2022,SE,FT,Data Scientist,USD,191475,US,100,US,M,191475
2022,SE,FT,Data Scientist,USD,191475,US,100,US,M,191475
2022,SE,FT,Data Scientist,USD,191475,US,100,US,M,191475
2022,SE,FT,Data Scientist,USD,191475,US,100,US,M,191475
2022,SE,FT,Data Scientist,USD,191475,US,100,US,M,191475
2022,SE,FT,Data Scientist,USD,191475,US,100,US,M,191475
2022,SE,FT,Data Scientist,USD,191475,US,100,US,M,191475
2022,SE,FT,Data Scientist,USD,191475,US,100,US,M,191475
2022,SE,FT,Data Scientist,USD,191475,US,100,US,M,191475
2022,SE,FT,Data Scientist,USD,191475,US,100,US,M,191475
2022,SE,FT,Data Scientist,USD,191475,US,100,US,M,191475
2022,SE,FT,Data Scientist,USD,191475,US,100,US,M,191475
2022,SE,FT,Data Scientist,USD,191475,US,100,US,M,191475
2022,SE,FT,Data Scientist,USD,191475,US,100,US,M,191475
2022,SE,FT,Data Scientist,USD,191475,US,0,US,M,191475
2022,SE,FT,Data Scientist,USD,191475,US,100,US,M,191475
2022,SE,FT,Data Scientist,USD,191475,US,100,US,M,191475
2022,SE,FT,Data Scientist,USD,191475,US,100,US,M,191475
2023,SE,FT,Machine Learning Engineer,USD,191400,US,0,US,M,191400
2023,SE,FT,Machine Learning Engineer,USD,191400,US,0,US,M,191400
2024,SE,FT,Data Engineer,USD,191311,US,100,US,M,191311
2023,SE,FT,Data Scientist,USD,191200,US,0,US,M,191200
2022,SE,FT,Data Engineer,USD,191200,US,0,US,M,191200
2022,SE,FT,Data Engineer,USD,191200,US,0,US,M,191200
2022,SE,FT,Data Engineer,USD,191200,US,0,US,M,191200
2022,SE,FT,Data Engineer,USD,191200,US,0,US,M,191200
2024,SE,FT,Data Scientist,USD,191027,US,0,US,M,191027
2024,SE,CT,Data Scientist,USD,191027,US,0,US,M,191027
2023,SE,FT,Data Scientist,USD,191000,US,100,US,M,191000
2023,SE,FT,Data Architect,USD,190900,US,0,US,M,190900
2024,SE,FT,Data Scientist,USD,190600,US,100,US,M,190600
2024,SE,FT,Data Scientist,USD,190500,CA,100,CA,M,190500
2024,EX,FT,Data Science,USD,190500,US,100,US,M,190500
2024,SE,FT,Machine Learning Engineer,USD,190400,US,0,US,M,190400
2023,SE,FT,Research Engineer,USD,190400,US,0,US,M,190400
2023,SE,FT,Data Engineer,USD,190400,US,0,US,M,190400
2023,SE,FT,Research Engineer,USD,190400,US,0,US,M,190400
2023,SE,FT,Data Scientist,USD,190200,US,0,US,M,190200
2020,SE,FT,Data Science Manager,USD,190200,US,100,US,M,190200
2024,SE,FT,Data Architect,USD,190196,US,0,US,M,190196
2024,SE,FT,Data Engineer,USD,190196,US,0,US,M,190196
2024,SE,FT,Data Engineer,USD,190100,US,100,US,M,190100
2023,SE,FT,Data Engineer,USD,190100,US,100,US,M,190100
2023,SE,FT,Machine Learning Engineer,USD,190027,US,0,US,M,190027
2024,SE,FT,Data Engineer,USD,190000,US,0,US,M,190000
2024,SE,FT,Data Engineer,USD,190000,US,100,US,M,190000
2024,SE,FT,Data Scientist,USD,190000,US,100,US,M,190000
2024,SE,FT,Analytics Engineer,USD,190000,US,100,US,M,190000
2024,MI,FT,Data Science,USD,190000,US,0,US,M,190000
2024,SE,FT,Business Intelligence,USD,190000,US,100,US,M,190000
2024,SE,FT,Data Engineer,USD,190000,US,0,US,M,190000
2024,SE,FT,Research Scientist,USD,190000,US,0,US,M,190000
2024,SE,FT,Data Quality Engineer,USD,190000,US,0,US,M,190000
2024,SE,FT,Data Scientist,USD,190000,US,100,US,M,190000
2024,SE,FT,Data Scientist,USD,190000,US,100,US,M,190000
2024,SE,FT,Data Engineer,USD,190000,US,0,US,M,190000
2024,EX,FT,Data Engineer,USD,190000,US,0,US,M,190000
2024,SE,FT,Data Scientist,USD,190000,US,100,US,M,190000
2024,SE,FT,Data Engineer,USD,190000,AU,0,AU,M,190000
2024,MI,FT,Data Scientist,USD,190000,US,100,US,M,190000
2024,SE,FT,Research Engineer,USD,190000,US,0,US,M,190000
2024,SE,FT,Data Scientist,USD,190000,US,100,US,M,190000
2024,SE,FT,Data Scientist,USD,190000,CA,0,CA,M,190000
2024,SE,FT,Analytics Engineer,USD,190000,US,100,US,M,190000
2024,SE,FT,Data Scientist,USD,190000,US,0,US,M,190000
2024,MI,FT,Analytics Engineer,USD,190000,US,0,US,M,190000
2024,MI,FT,Analytics Engineer,USD,190000,US,0,US,M,190000
2024,SE,FT,AI Engineer,USD,190000,US,0,US,M,190000
2024,SE,FT,Data Engineer,USD,190000,US,0,US,M,190000
2024,SE,FT,AI Scientist,USD,190000,US,100,US,M,190000
2024,SE,FT,Data Scientist,USD,190000,US,100,US,M,190000
2024,SE,FT,Machine Learning Engineer,USD,190000,US,100,US,M,190000
2024,SE,FT,Data Scientist,USD,190000,US,0,US,M,190000
2024,SE,FT,Business Intelligence Engineer,USD,190000,US,0,US,M,190000
2024,SE,FT,Data Engineer,USD,190000,US,100,US,M,190000
2024,SE,FT,Data Analyst,USD,190000,US,0,US,M,190000
2024,SE,FT,Data Analyst,USD,190000,US,0,US,M,190000
2024,SE,FT,Machine Learning Engineer,USD,190000,US,100,US,M,190000
2024,SE,FT,Data Engineer,USD,190000,US,100,US,M,190000
2024,EX,FT,Data Science Director,USD,190000,US,0,US,M,190000
2024,SE,FT,Data Engineer,USD,190000,US,100,US,M,190000
2024,MI,FT,Data Scientist,USD,190000,US,100,US,M,190000
2024,MI,FT,Research Engineer,USD,190000,US,0,US,M,190000
2023,MI,FT,Data Science Manager,USD,190000,US,100,US,M,190000
2023,MI,FT,Data Engineer,USD,190000,CA,100,CA,M,190000
2023,SE,FT,Data Engineer,USD,190000,US,100,US,M,190000
2023,MI,FT,Analytics Engineer,USD,190000,CA,100,CA,M,190000
2023,MI,FT,Data Engineer,USD,190000,CA,100,CA,M,190000
2023,SE,FT,Machine Learning Engineer,USD,190000,US,100,US,M,190000
2023,SE,FT,Research Scientist,USD,190000,US,0,US,M,190000
2023,EX,FT,Data Science Director,USD,190000,US,0,US,M,190000
2023,SE,FT,Machine Learning Engineer,USD,190000,US,100,US,M,190000
2023,SE,FT,Research Scientist,USD,190000,US,0,US,M,190000
2023,SE,FT,Data Scientist,USD,190000,US,100,US,M,190000
2023,EX,FT,Data Science Director,USD,190000,US,0,US,M,190000
2023,SE,FT,Data Architect,USD,190000,CA,100,CA,M,190000
2023,SE,FT,AI Engineer,USD,190000,US,0,US,M,190000
2023,SE,FT,Data Engineer,USD,190000,US,100,US,M,190000
2023,SE,FT,Machine Learning Engineer,USD,190000,US,100,US,M,190000
2023,SE,FT,Data Scientist,USD,190000,US,0,US,M,190000
2023,MI,FT,Data Engineer,USD,190000,US,100,US,M,190000
2023,SE,FT,Data Engineer,USD,190000,US,0,US,M,190000
2023,SE,FT,Data Scientist,USD,190000,US,100,US,M,190000
2023,SE,FT,Machine Learning Engineer,USD,190000,US,100,US,M,190000
2023,MI,FT,Machine Learning Engineer,USD,190000,US,0,US,L,190000
2023,SE,FT,Analytics Engineer,USD,190000,US,0,US,M,190000
2023,SE,FT,Research Engineer,USD,190000,US,0,US,M,190000
2023,SE,FT,Machine Learning Engineer,USD,190000,US,0,US,M,190000
2023,SE,FT,Data Scientist,USD,190000,US,100,US,M,190000
2023,SE,FT,Data Engineer,USD,190000,US,0,US,M,190000
2023,SE,FT,Data Analytics Manager,USD,190000,US,0,US,M,190000
2023,SE,FT,Research Engineer,USD,190000,US,0,US,M,190000
2023,SE,FT,Machine Learning Researcher,USD,190000,US,100,US,M,190000
2023,SE,FT,Data Engineer,USD,190000,US,0,US,M,190000
2023,SE,FT,Data Science Manager,USD,190000,US,100,US,M,190000
2023,SE,FT,Data Scientist,USD,190000,US,100,US,M,190000
2023,SE,FT,Data Architect,USD,190000,US,0,US,M,190000
2023,SE,FT,Machine Learning Engineer,USD,190000,US,100,US,M,190000
2023,SE,FT,Machine Learning Engineer,USD,190000,US,0,US,M,190000
2023,SE,FT,Analytics Engineer,USD,190000,CA,100,CA,M,190000
2023,SE,FT,Data Engineer,USD,190000,US,0,US,M,190000
2023,SE,FT,Data Scientist,USD,190000,US,0,US,M,190000
2023,SE,FT,Data Engineer,USD,190000,US,0,US,M,190000
2023,SE,FT,Data Engineer,USD,190000,US,0,US,M,190000
2023,MI,FT,Research Scientist,USD,190000,US,100,US,M,190000
2023,MI,FT,Research Scientist,USD,190000,US,0,US,M,190000
2023,MI,FT,Research Scientist,USD,190000,US,100,US,M,190000
2023,SE,FT,Data Scientist,USD,190000,CA,0,CA,M,190000
2023,MI,FT,Data Scientist,USD,190000,CA,100,CA,M,190000
2023,SE,FT,Machine Learning Engineer,USD,190000,US,0,US,M,190000
2022,SE,FT,Data Science Manager,USD,190000,US,100,US,L,190000
2023,SE,FT,Data Scientist,USD,190000,CA,0,CA,M,190000
2023,SE,FT,Data Engineer,USD,190000,US,100,US,M,190000
2023,SE,FT,Data Scientist,USD,190000,US,0,US,M,190000
2023,SE,FT,Data Engineer,USD,190000,US,100,US,M,190000
2023,SE,FT,Data Scientist,USD,190000,US,100,US,M,190000
2023,SE,FT,Data Scientist,USD,190000,US,0,US,M,190000
2023,SE,FT,Data Engineer,USD,190000,US,0,US,M,190000
2023,SE,FT,Machine Learning Engineer,USD,190000,US,0,US,M,190000
2023,SE,FT,Data Engineer,USD,190000,US,100,US,M,190000
2023,SE,FT,Data Scientist,USD,190000,US,0,US,M,190000
2023,SE,FT,Analytics Engineer,USD,190000,US,100,US,M,190000
2023,SE,FT,Data Scientist,USD,190000,CA,0,CA,M,190000
2023,SE,FT,Data Analyst,USD,190000,US,100,US,M,190000
2023,EN,FT,Data Scientist,USD,190000,US,0,US,M,190000
2023,SE,FT,Data Scientist,USD,190000,CA,0,CA,M,190000
2023,SE,FT,Data Scientist,USD,190000,US,0,US,M,190000
2023,SE,FT,Data Scientist,USD,190000,US,0,US,M,190000
2023,MI,FT,Data Infrastructure Engineer,USD,190000,US,100,US,M,190000
2023,MI,FT,Data Infrastructure Engineer,USD,190000,US,0,US,M,190000
2023,SE,FT,Data Scientist,USD,190000,US,0,US,M,190000
2022,SE,FT,Data Scientist,USD,190000,US,0,US,M,190000
2022,SE,FT,Cloud Database Engineer,USD,190000,US,100,US,M,190000
2022,SE,FT,Data Scientist,USD,190000,US,0,US,M,190000
2022,SE,FT,Data Engineer,USD,190000,US,100,US,M,190000
2022,SE,FT,Data Architect,USD,190000,US,100,US,M,190000
2022,SE,FT,Principal Machine Learning Engineer,USD,190000,US,100,US,L,190000
2022,SE,FT,Data Architect,USD,190000,US,100,US,M,190000
2022,SE,FT,Data Architect,USD,190000,US,100,US,M,190000
2022,SE,FT,Data Architect,USD,190000,US,100,US,M,190000
2022,SE,FT,Analytics Engineer,USD,190000,US,100,US,M,190000
2022,SE,FT,Data Architect,USD,190000,US,100,US,M,190000
2020,SE,FT,Lead Data Scientist,USD,190000,US,100,US,S,190000
2023,SE,FT,Data Scientist,USD,189750,US,100,US,M,189750
2023,SE,FT,Data Scientist,USD,189750,US,0,US,M,189750
2023,SE,FT,Data Scientist,USD,189750,CA,100,CA,M,189750
2023,SE,FT,Data Scientist,USD,189750,US,0,US,M,189750
2023,MI,FT,Data Scientist,USD,189750,US,0,US,M,189750
2023,SE,FT,Data Science Consultant,USD,189750,US,0,US,M,189750
2022,EN,FT,Machine Learning Engineer,USD,189750,US,0,US,M,189750
2022,SE,FT,Machine Learning Engineer,USD,189650,US,0,US,M,189650
2022,SE,FT,Machine Learning Engineer,USD,189650,US,0,US,M,189650
2022,SE,FT,Machine Learning Engineer,USD,189650,US,0,US,M,189650
2022,SE,FT,Data Science Manager,USD,189500,US,100,US,L,189500
2024,SE,FT,ML Engineer,USD,189400,US,0,US,M,189400
2023,SE,FT,Data Analyst,USD,189400,GB,0,GB,M,189400
2024,SE,FT,Machine Learning Engineer,USD,189360,US,100,US,M,189360
2023,SE,FT,Machine Learning Engineer,USD,189360,US,100,US,M,189360
2023,SE,FT,Research Engineer,USD,189110,US,0,US,M,189110
2023,SE,FT,Research Engineer,USD,189110,US,0,US,M,189110
2023,SE,FT,Research Engineer,USD,189110,US,0,US,M,189110
2024,SE,FT,Data Scientist,USD,189100,US,0,US,M,189100
2023,SE,FT,Data Scientist,USD,189100,US,0,US,M,189100
2024,MI,FT,Cloud Database Engineer,USD,189000,US,0,US,M,189000
2024,MI,FT,Cloud Database Engineer,USD,189000,US,0,US,M,189000
2024,SE,FT,Machine Learning Engineer,USD,189000,US,0,US,M,189000
2024,SE,FT,Machine Learning Engineer,USD,189000,US,0,US,M,189000
2024,SE,FT,Analytics Engineer,USD,189000,US,100,US,M,189000
2023,SE,FT,Business Intelligence Analyst,USD,189000,US,100,US,M,189000
2023,MI,FT,Business Intelligence Analyst,USD,189000,US,100,US,M,189000
2023,SE,FT,Research Scientist,USD,189000,US,0,US,M,189000
2023,SE,FT,Machine Learning Engineer,USD,189000,US,100,US,M,189000
2023,SE,FT,Machine Learning Engineer,EUR,204060,DE,100,DE,M,189000
2023,SE,FT,Machine Learning Software Engineer,USD,189000,US,0,US,M,189000
2023,SE,FT,Machine Learning Engineer,USD,188800,US,0,US,M,188800
2023,SE,FT,Machine Learning Engineer,USD,188800,US,0,US,M,188800
2023,SE,FT,Machine Learning Engineer,USD,188800,US,100,US,M,188800
2023,SE,FT,Machine Learning Engineer,USD,188800,US,100,US,M,188800
2023,SE,FT,Research Scientist,USD,188700,US,0,US,M,188700
2022,SE,FT,Data Engineer,USD,188700,US,100,US,M,188700
2023,SE,FT,Data Engineer,USD,188600,US,0,US,M,188600
2023,SE,FT,Research Analyst,USD,188600,US,0,US,M,188600
2024,SE,FT,Machine Learning Engineer,USD,188500,US,0,US,M,188500
2024,MI,FT,Data Science Manager,USD,188500,US,0,US,M,188500
2024,SE,FT,Machine Learning Engineer,USD,188500,US,0,US,M,188500
2024,MI,FT,Data Scientist,USD,188500,US,0,US,M,188500
2024,SE,FT,Data Scientist,USD,188500,US,0,US,M,188500
2024,MI,FT,Data Scientist,USD,188500,US,0,US,M,188500
2023,SE,FT,Data Architect,USD,188500,US,100,US,M,188500
2023,SE,FT,Data Architect,USD,188500,US,100,US,M,188500
2023,SE,FT,Data Scientist,USD,188200,US,0,US,M,188200
2023,SE,FT,Data Scientist,USD,188200,US,0,US,M,188200
2022,SE,FT,Data Engineer,USD,188100,US,0,US,M,188100
2024,SE,FT,Robotics Software Engineer,USD,188000,US,0,US,M,188000
2024,SE,FT,Data Engineer,USD,188000,US,100,US,M,188000
2024,SE,FT,Data Engineer,USD,188000,US,0,US,M,188000
2024,SE,FT,Data Engineer,USD,188000,US,0,US,M,188000
2023,SE,FT,Data Scientist,USD,188000,US,100,US,M,188000
2023,SE,FT,Data Scientist,USD,188000,US,100,US,M,188000
2023,SE,FT,Machine Learning Engineer,USD,188000,US,100,US,M,188000
2023,EX,FT,Head of Machine Learning,USD,188000,US,0,US,M,188000
2020,SE,FT,Data Engineer,USD,188000,US,100,US,L,188000
2024,SE,FT,Data Analyst,USD,187770,US,0,US,M,187770
2024,EN,FT,Machine Learning Engineer,USD,187500,US,0,US,M,187500
2024,SE,FT,Data Architect,USD,187500,US,0,US,M,187500
2023,MI,FT,Data Scientist,USD,187500,US,0,US,M,187500
2023,SE,FT,Data Engineer,USD,187500,US,100,US,M,187500
2023,SE,FT,Data Scientist,USD,187415,US,0,US,M,187415
2023,SE,FT,Data Scientist,USD,187415,US,0,US,M,187415
2023,SE,FT,Data Scientist,USD,187415,US,0,US,M,187415
2023,SE,FT,Data Scientist,USD,187415,US,0,US,M,187415
2024,SE,FT,Data Architect,USD,187370,US,0,US,M,187370
2023,SE,FT,Data Scientist,USD,187259,US,0,US,M,187259
2023,SE,FT,Data Scientist,USD,187259,US,0,US,M,187259
2024,MI,FT,Data Scientist,USD,187200,CA,0,CA,M,187200
2023,SE,FT,Data Scientist,USD,187200,US,100,US,M,187200
2022,SE,FT,Machine Learning Engineer,USD,187200,CA,100,CA,M,187200
2022,EX,FT,Data Engineer,USD,187200,US,100,US,M,187200
2024,SE,FT,Data Scientist,USD,187165,CA,0,CA,M,187165
2024,SE,FT,Data Scientist,USD,187158,US,0,US,M,187158
2023,SE,FT,Data Engineer,USD,187100,US,0,US,M,187100
2024,SE,FT,Data Scientist,USD,187000,FR,0,FR,M,187000
2024,MI,FT,Data Analyst,USD,187000,US,0,US,M,187000
2024,MI,FT,Data Analyst,USD,187000,US,0,US,M,187000
2024,SE,FT,Data Scientist,USD,187000,US,100,US,M,187000
2024,SE,FT,Data Engineer,USD,187000,US,0,US,M,187000
2024,SE,FT,Data Engineer,USD,187000,US,0,US,M,187000
2024,SE,FT,Data Engineer,USD,187000,US,0,US,M,187000
2024,MI,FT,Data Engineer,USD,187000,US,100,US,M,187000
2024,SE,FT,Data Scientist,USD,187000,US,0,US,M,187000
2024,SE,FT,Data Science,USD,187000,US,0,US,M,187000
2024,SE,FT,Machine Learning Engineer,USD,187000,US,0,US,M,187000
2023,SE,FT,ML Engineer,USD,187000,US,0,US,M,187000
2023,SE,FT,Analytics Engineer,USD,187000,US,100,US,M,187000
2023,MI,FT,Data Engineer,USD,187000,US,100,US,M,187000
2023,SE,FT,Machine Learning Engineer,USD,187000,US,0,US,M,187000
2023,EN,FT,Data Engineer,USD,187000,US,0,US,M,187000
2023,EN,FT,Data Engineer,USD,187000,US,0,US,M,187000
2023,SE,FT,Data Scientist,USD,187000,US,100,US,M,187000
2023,SE,FT,Data Scientist,USD,187000,US,0,US,M,187000
2023,SE,FT,Data Analyst,USD,187000,US,0,US,M,187000
2022,MI,FT,Data Engineer,USD,187000,US,100,US,M,187000
2024,MI,FT,Business Intelligence Engineer,USD,186846,US,0,US,M,186846
2024,MI,FT,Business Intelligence Engineer,USD,186846,US,0,US,M,186846
2023,SE,FT,Data Scientist,USD,186846,US,100,US,M,186846
2024,SE,FT,Machine Learning Engineer,USD,186754,US,0,US,M,186754
2023,SE,FT,Machine Learning Engineer,USD,186754,US,0,US,M,186754
2023,SE,FT,Data Engineer,USD,186700,US,100,US,M,186700
2023,SE,FT,Data Analyst,USD,186600,US,100,US,M,186600
2023,SE,FT,Data Engineer,USD,186600,US,100,US,M,186600
2023,SE,FT,Data Analyst,USD,186600,US,100,US,M,186600
2023,MI,FT,Data Engineer,USD,186600,US,100,US,M,186600
2023,SE,FT,Data Scientist,USD,186300,US,100,US,M,186300
2023,SE,FT,Data Scientist,USD,186300,US,100,US,M,186300
2023,SE,FT,Data Scientist,USD,186200,US,100,US,M,186200
2023,SE,FT,Business Intelligence Engineer,USD,186030,US,100,US,M,186030
2024,SE,FT,Data Architect,USD,186000,US,0,US,M,186000
2024,SE,FT,Data Architect,USD,186000,US,0,US,M,186000
2023,MI,FT,Data Engineer,USD,186000,US,0,US,M,186000
2023,SE,FT,Data Engineer,USD,186000,US,0,US,M,186000
2023,SE,FT,Machine Learning Engineer,USD,186000,US,0,US,M,186000
2023,SE,FT,Data Architect,USD,186000,US,0,US,M,186000
2023,MI,FT,Data Product Manager,USD,186000,US,0,US,M,186000
2023,SE,FT,Data Engineer,USD,186000,US,0,US,M,186000
2023,SE,FT,Data Architect,USD,186000,US,0,US,M,186000
2023,SE,FT,Machine Learning Engineer,USD,186000,US,0,US,M,186000
2023,MI,FT,Data Specialist,USD,186000,US,0,US,M,186000
2023,SE,FT,Data Scientist,USD,186000,US,0,US,M,186000
2023,SE,FT,Data Scientist,USD,186000,US,0,US,M,186000
2023,SE,FT,Machine Learning Engineer,USD,186000,US,100,US,M,186000
2022,SE,FT,Machine Learning Infrastructure Engineer,USD,186000,US,100,US,M,186000
2022,SE,FT,Machine Learning Engineer,USD,186000,US,100,US,M,186000
2022,SE,FT,Data Scientist,USD,186000,US,0,US,M,186000
2024,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2024,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2024,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2024,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Engineer,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Scientist,USD,185900,US,100,US,M,185900
2023,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Engineer,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2023,MI,FT,Data Science Lead,USD,185900,US,0,US,M,185900
2023,MI,FT,Data Science Lead,USD,185900,US,0,US,M,185900
2023,MI,FT,Data Engineer,USD,185900,US,0,US,M,185900
2023,MI,FT,Data Engineer,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Engineer,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Engineer,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Applied Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Engineer,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Decision Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Decision Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Engineer,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Engineer,USD,185900,US,0,US,M,185900
2023,SE,FT,Decision Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Decision Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Business Intelligence Engineer,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Engineer,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Analyst,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Analyst,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Engineer,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Analyst,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Engineer,USD,185900,US,0,US,M,185900
2023,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2022,SE,FT,Data Engineer,USD,185900,US,0,US,M,185900
2022,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2022,SE,FT,Data Engineer,USD,185900,US,0,US,M,185900
2022,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2022,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2022,SE,FT,Data Engineer,USD,185900,US,0,US,M,185900
2022,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2022,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2022,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2022,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2022,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
2022,SE,FT,Data Engineer,USD,185900,US,0,US,M,185900
2022,SE,FT,Data Scientist,USD,185900,US,0,US,M,185900
